,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_clark_socialMediaAbuse,tweets_clark_twitterHateSpeech
12529,12529,12529,@CaitlinClark22 Scotty is gonna repeat!,"[1213, 2681, 3179, 7243, 8462]","[3461, 5576, 5574, 2828, 4664]",1,2
12530,12530,12530,@CaitlinClark22 SCOTTIEEEE,"[2681, 3179, 2517, 4982, 6248]","[19899, 3806, 3461, 3136, 5659]",1,2
12531,12531,12531,@CaitlinClark22 She does not miss!!!,"[5528, 6062, 3179, 2183, 1213]","[5333, 19899, 4276, 3768, 3825]",1,2
12533,12533,12533,@CaitlinClark22 You!,"[373, 5528, 2517, 4601, 3179]","[19899, 4276, 4152, 3328, 3136]",1,2
12534,12534,12534,@CaitlinClark22 Rory McIlroy! Who do you got?,"[1923, 1823, 1364, 5306, 2118]","[6590, 3921, 9659, 2392, 6678]",0,2
12535,12535,12535,@JFranklyan63859 @IowaWBB @CaitlinClark22 @WoodenAward Cryyy😂😂,"[4982, 6248, 3179, 2681, 373]","[3863, 5699, 12675, 4630, 5669]",0,2
12536,12536,12536,@tommmiller1234 @IowaWBB @CaitlinClark22 @WoodenAward Celebrating her Natty,"[175, 6934, 5528, 4982, 8414]","[12675, 19899, 5699, 7009, 5540]",1,2
12537,12537,12537,@CaitlinClark22 @YolettMcCuin Congrats fam! Well deserved,"[4686, 1923, 754, 3971, 4224]","[9652, 3328, 4276, 6661, 9660]",1,2
12538,12538,12538,@CaitlinClark22 Scottie Scheffler.  Who you got?,"[3179, 1923, 3152, 6280, 5528]","[3461, 19899, 3863, 4916, 20128]",0,2
12539,12539,12539,@CaitlinClark22 @YolettMcCuin Congratulations! Well done!,"[3971, 2893, 4686, 4224, 4034]","[3328, 2628, 90, 9652, 9660]",1,2
12540,12540,12540,@CaitlinClark22 You have more class in your pinky than Reece has.,"[5826, 6348, 2974, 1283, 37]","[4191, 5745, 5777, 7098, 4176]",1,2
12541,12541,12541,@CaitlinClark22 Collin Morikawa!!,"[2681, 2118, 5528, 2517, 1849]","[3461, 6661, 4276, 19317, 19380]",0,2
12542,12542,12542,@CaitlinClark22 Rory. Basically since that last episode of ‘Full Swing’ I want him to win all the majors now.,"[1080, 2583, 2383, 7043, 1939]","[15119, 17480, 3187, 19939, 17271]",1,2
12543,12543,12543,@CaitlinClark22 Brooksy!!,"[958, 1923, 3179, 373, 4601]","[3136, 12675, 4276, 19899, 5540]",0,2
12545,12545,12545,"@CaitlinClark22 Want Tiger(of course) but think Willie Z breaks through for his 1st major!

BTW, please come on my humble Pod?","[2050, 3390, 5303, 5283, 8193]","[2868, 8001, 5237, 13714, 977]",1,2
12546,12546,12546,"@GreggDoyelStar Unless you've got someone waiting in the wings that can challenge all the records she's breaking, at most, you've got 2 more years of touting  college #WBB. When @CaitlinClark22 moves on to the #WNBA so do all the eyes watching her now. Book it!!!","[5528, 417, 2026, 5865, 8015]","[20153, 2925, 2664, 19614, 5001]",1,2
12548,12548,12548,@WBJrWarriors Time to get to work is right! Some future @CaitlinClark22 and @Reese10Angel,"[2974, 3179, 3014, 6248, 2376]","[6661, 19899, 15958, 1838, 2188]",1,2
12551,12551,12551,@CaitlinClark22 Angel Reese &gt;&gt;&gt;&gt;,"[5826, 1748, 6777, 754, 3730]","[19899, 4140, 3136, 3012, 3825]",1,2
12552,12552,12552,@CaitlinClark22 I’m rocking with Rory,"[3222, 175, 1823, 3450, 8414]","[9659, 11384, 12675, 4089, 3787]",1,2
12553,12553,12553,@frdrivers @DavidEickholt @CaitlinClark22 @Reese10Angel Talking trash during the game is different than chasing down someone after a victory.,"[5682, 4356, 4621, 2531, 7838]","[14236, 4914, 3997, 5149, 5678]",0,2
12554,12554,12554,@CaitlinClark22 I’m hoping Rory 🫣,"[2065, 8414, 2974, 1370, 5528]","[4276, 5669, 9659, 4089, 11384]",0,2
12555,12555,12555,@CaitlinClark22 You obviously 😏😂 https://t.co/gRzTAIdIeU,"[5528, 2118, 1906, 3179, 1447]","[19899, 3328, 4276, 3136, 3543]",1,2
12556,12556,12556,@CaitlinClark22 Someone new hopefully,"[958, 2974, 4982, 7628, 2118]","[19899, 6617, 6661, 6640, 5669]",0,2
12557,12557,12557,"@CaitlinClark22 Fucking amazing tweet...With that, I think Scheffler.","[7882, 2276, 3152, 133, 5101]","[4606, 14673, 7219, 14612, 6063]",1,1
12558,12558,12558,@CaitlinClark22 Cameron smith.,"[1748, 661, 3222, 2665, 3179]","[19899, 3653, 3136, 3806, 5540]",0,2
12559,12559,12559,@IowaWBB @CaitlinClark22 @WoodenAward Congrats again 💗,"[1213, 3922, 2517, 531, 1923]","[6661, 5699, 4630, 2437, 12675]",1,2
12560,12560,12560,@CaitlinClark22 No clue.,"[5528, 2974, 3179, 2665, 661]","[19899, 4276, 5801, 6640, 5899]",0,2
12561,12561,12561,@CaitlinClark22 Maybe Rory? What do you think?,"[4263, 1923, 905, 2676, 8414]","[5993, 3787, 6590, 6678, 9659]",0,2
12562,12562,12562,@CaitlinClark22 Golf not a sport,"[2638, 3588, 6309, 7838, 2033]","[18789, 4757, 4144, 4916, 19315]",0,2
12563,12563,12563,@CaitlinClark22 Thank you for the thousands of hours spent in the gym so it looks “easy” on game day.  It’s ironic that another generational player played for LSU. His Knick name was “pistol”. Pistol Pete     You remind me of him.   Marty.,"[3462, 4164, 3679, 2033, 4279]","[14422, 7155, 10768, 4864, 17778]",1,2
12564,12564,12564,@CaitlinClark22 Can't pick against the defending champ.,"[8015, 7779, 4498, 5881, 3503]","[18399, 16025, 4491, 14849, 4752]",1,2
12565,12565,12565,@CaitlinClark22 Scottie repeat,"[3179, 2681, 1213, 5528, 992]","[3461, 2849, 3806, 4687, 19899]",0,2
12568,12568,12568,@CaitlinClark22 I think you will win,"[1923, 2163, 6348, 2455, 3172]","[4276, 19899, 5669, 1630, 4152]",1,2
12570,12570,12570,@CaitlinClark22 Cool,"[6056, 4189, 4982, 2082, 1923]","[19899, 6996, 6243, 6640, 3136]",1,2
12571,12571,12571,@georgewheat10 @wslam @CaitlinClark22 @AngelReese Bein immature? Oof,"[7955, 1517, 6426, 6248, 7965]","[3272, 1840, 16439, 3136, 19899]",0,1
12573,12573,12573,@CaitlinClark22 Angel Reese is your mother lmaoooooo,"[5826, 1748, 5969, 6777, 2665]","[19388, 16085, 14876, 18748, 4140]",0,2
12574,12574,12574,"@CaitlinClark22 You, my queen.","[2182, 2665, 197, 2183, 4601]","[4276, 19899, 17780, 3117, 5574]",1,2
12575,12575,12575,@CaitlinClark22 Best golf week for sure 😁. Scheffler for me,"[4077, 8015, 3503, 3152, 4620]","[9497, 4757, 4916, 17877, 5669]",1,2
12577,12577,12577,@CaitlinClark22 Rory's got to eventually win right 🤔,"[4037, 1923, 1823, 2531, 4309]","[4276, 1630, 6075, 9659, 3586]",0,2
12578,12578,12578,@ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Hard pass.,"[2068, 4843, 5357, 2026, 2638]","[2709, 18399, 18977, 5699, 9497]",0,2
12579,12579,12579,@CaitlinClark22 My money is on you if you are playing. 😀 @CaitlinClark22,"[1923, 2455, 5682, 2676, 3878]","[19899, 7141, 2310, 6661, 19519]",1,2
12580,12580,12580,@CaitlinClark22 Tiger Woods would be the greatest comeback story ever!,"[1152, 7838, 3065, 5378, 1594]","[15848, 4831, 2690, 3431, 16437]",1,2
12582,12582,12582,@jasonjonesmi @CaitlinClark22 This is never about her….,"[2974, 661, 4958, 3179, 2665]","[19899, 5540, 6415, 6439, 5511]",0,2
12583,12583,12583,@CaitlinClark22 Hi lol,"[612, 4695, 373, 661, 2630]","[19899, 3765, 6661, 2628, 4276]",1,2
12584,12584,12584,@CaitlinClark22 Max Homa,"[2118, 883, 754, 5528, 4764]","[5801, 19899, 6774, 4474, 2812]",0,2
12586,12586,12586,@CaitlinClark22 Rahm!!,"[1923, 5528, 1447, 1485, 4189]","[4276, 19899, 3806, 4152, 5540]",1,2
12587,12587,12587,"@CaitlinClark22 Hopefully whoever get it is classy in their victory, unlike LSU…","[3922, 2852, 6190, 7804, 8193]","[8393, 12296, 5305, 17778, 2588]",1,0
12589,12589,12589,@IowaWBB @CaitlinClark22 @WoodenAward WHY THE HELL ARE PEOPLE FIGHTING ABOUT THIS SO MUCH NOTHING EITHER PLAYER DID WAS WRONG ANGEL REESE AND CAITLIN CLARK ARE BOTH STUDS. Caitlin did not have a problem with it. Story mad out of nothing.,"[5529, 6777, 3256, 2568, 6234]","[16462, 5173, 5444, 6068, 8282]",1,2
12590,12590,12590,@CaitlinClark22 You are better than her,"[2665, 2183, 5528, 661, 3325]","[19899, 4152, 4276, 5540, 6640]",1,2
12591,12591,12591,"@CaitlinClark22 Caitlin u got it next
Year ur my idol","[1923, 8086, 2118, 1213, 5417]","[19899, 2310, 4276, 2940, 6996]",1,2
12592,12592,12592,@CaitlinClark22 You’re a goat,"[54, 2665, 2630, 1517, 1923]","[7334, 6725, 19899, 2821, 5574]",1,1
12593,12593,12593,@CaitlinClark22 Shooter mcgavin has to be a contender…,"[1823, 2026, 1080, 2131, 4164]","[5237, 3812, 2465, 6838, 2678]",0,1
12595,12595,12595,@CaitlinClark22 My heart says @ZachJohnsonPGA but I’m thinking Rory steps up to defeat the LIV competitors and capture his first green jacket.,"[4223, 966, 3987, 7562, 6169]","[5507, 6075, 7016, 22809, 4906]",1,2
12597,12597,12597,@CaitlinClark22 Brooks Koepka,"[3179, 3307, 958, 8015, 1923]","[4474, 3863, 6470, 6983, 3806]",0,2
12598,12598,12598,@CaitlinClark22 🐅,"[2630, 5528, 2974, 373, 2118]","[19899, 4276, 3328, 3136, 2310]",1,2
12599,12599,12599,@CaitlinClark22 Dustin Johnson!!,"[1923, 50, 2517, 343, 905]","[3087, 4276, 3806, 5893, 3863]",0,2
12600,12600,12600,@IowaWBB @CaitlinClark22 @WoodenAward Congratulations Caitlin!! 🖤💛🖤💛,"[1213, 1923, 5528, 2517, 3450]","[12675, 6661, 19899, 5669, 15956]",1,2
12601,12601,12601,@IowaWBB @CaitlinClark22 @WoodenAward It’s my grandmas birthday and she’s begging to see the final score of the national championship game… some would call it classless if you don’t fulfill her one birthday wish.,"[7793, 1463, 1510, 1569, 4174]","[14011, 4485, 7947, 1858, 4111]",0,2
12602,12602,12602,@davidaxelrod @CaitlinClark22 White Liberals just like White Conservatives are ENEMIES towards Black People.,"[5166, 6976, 854, 7574, 3746]","[15182, 6649, 7085, 18062, 4036]",0,0
12603,12603,12603,@CaitlinClark22 Brooks Koepka,"[3179, 3307, 958, 8015, 1923]","[4474, 3863, 6470, 6983, 3806]",0,2
12604,12604,12604,@CaitlinClark22 Angel Reese! She’s not a THUG like you!,"[2665, 1748, 6777, 5826, 5417]","[1494, 5949, 18197, 14750, 19899]",0,2
12606,12606,12606,@CaitlinClark22 Max Homa,"[2118, 883, 754, 5528, 4764]","[5801, 19899, 6774, 4474, 2812]",0,2
12607,12607,12607,@CaitlinClark22 Jordan or Tiger!,"[1923, 3450, 2146, 54, 392]","[6470, 3136, 14184, 5540, 5993]",0,2
12609,12609,12609,@CaitlinClark22 i love you and i think Rory will win,"[1923, 4037, 228, 1823, 4077]","[1630, 9659, 4089, 6075, 4276]",1,2
12610,12610,12610,@CaitlinClark22 @YolettMcCuin The lakers need you,"[6248, 373, 5865, 4164, 4982]","[1648, 1277, 4155, 7141, 6605]",1,2
12611,12611,12611,@Reese10Angel Why you got so much beef with @CaitlinClark22,"[2974, 97, 4760, 2665, 3179]","[19899, 17677, 3136, 3461, 3787]",0,2
12612,12612,12612,"@CaitlinClark22 
Jesus lost it all.  So that he could feel ur pain.
You'll never be alone💕💕💕","[4156, 7315, 4300, 118, 3930]","[6741, 1217, 5516, 12289, 3919]",1,2
12613,12613,12613,@CaitlinClark22 YOU THE GOAT !!!!!,"[4601, 5528, 373, 1923, 2665]","[19899, 4276, 5574, 5177, 5576]",1,2
12615,12615,12615,@CaitlinClark22 Xander or Jordan!,"[1923, 3450, 2376, 4263, 5127]","[3136, 15956, 4276, 12675, 6983]",0,2
12616,12616,12616,@CaitlinClark22 Collin F. Morikawa,"[2118, 2681, 355, 2945, 5528]","[4058, 3461, 2825, 19317, 2559]",0,2
12618,12618,12618,@CaitlinClark22 Scottie is going back to back!,"[7753, 6777, 7243, 1213, 3179]","[3461, 5576, 22506, 5544, 15956]",1,2
12619,12619,12619,@CaitlinClark22 Rahm!! Love you so much. You’re amazing CC💛🖤,"[4224, 3450, 3844, 6248, 1768]","[3328, 4276, 4152, 9652, 9661]",1,2
12620,12620,12620,@CaitlinClark22 You own Angel Reese💪,"[3730, 6076, 951, 2183, 7651]","[19899, 5730, 4276, 7379, 3543]",1,2
12621,12621,12621,@CaitlinClark22 TIGER!,"[2517, 1923, 1364, 5528, 4982]","[4276, 19899, 3136, 4152, 5540]",1,2
12622,12622,12622,@CaitlinClark22 I honestly don’t know shit about golf,"[4077, 5378, 6309, 2630, 4350]","[18789, 19899, 6602, 18724, 4144]",0,2
12623,12623,12623,@CaitlinClark22 Clearly she’s moved on,"[1657, 2183, 2665, 661, 2974]","[19899, 6588, 3136, 5747, 4491]",0,2
12624,12624,12624,@CaitlinClark22 ELDRICK WOODS,"[5378, 3307, 661, 5907, 50]","[4630, 3806, 5228, 3012, 4856]",0,2
12626,12626,12626,"@CaitlinClark22 Rahm gonna win, u the goat btw","[1923, 3307, 3503, 3922, 536]","[5177, 2765, 1630, 2843, 4479]",1,2
12628,12628,12628,@CaitlinClark22 JON RAHM OF COURSE!!!! YOUR A ROLE MODEL FOR SO MANY YOUNG CHILDREN ACROSS THE WORLD,"[2527, 2681, 1923, 7172, 1384]","[3806, 5540, 4276, 19317, 3825]",1,2
12629,12629,12629,@CaitlinClark22 We will always have your back!!! Thanks for the ride!!! Ball On!!!,"[4258, 7295, 3705, 2400, 511]","[22506, 6881, 5669, 6059, 4152]",1,2
12631,12631,12631,@LFRFamily @Reese10Angel @CaitlinClark22 Sportsmanship is dead.  It's been replaced with vanity and ego.,"[7838, 2638, 7607, 2666, 4560]","[4491, 5959, 15452, 3461, 4932]",0,1
12632,12632,12632,"@JohnLap1977 @Reese10Angel @CaitlinClark22 Yawn 🥱, Get over it.","[2815, 6259, 6248, 373, 97]","[19899, 5765, 15740, 6289, 6640]",0,2
12633,12633,12633,@CaitlinClark22 @YolettMcCuin Incredible season Caitlin! Because of YOU I’ll be watching &amp; waiting for next season! #CC 🐐,"[1598, 3178, 2568, 958, 4263]","[12675, 11384, 6060, 19899, 6661]",1,2
12634,12634,12634,Masters Week!!!!!! One of the best weekends of the year !! Who’s everyone got wearing the green jacket Sunday?,"[6325, 7135, 4077, 5161, 3922]","[19055, 22548, 9424, 22212, 7711]",1,2
12635,12635,12635,"@lolcalmdownplz @AreaScoutsSTRW @IowaWBB @CaitlinClark22 @WoodenAward That’s like saying Robert Horry is better than Charles Barkley 🤣 enjoy the ring, we’ll enjoy watchin the 🐐 make the nation fall in love with women’s basketball","[1823, 5865, 1594, 1152, 3482]","[3039, 5306, 1844, 6295, 3141]",1,2
12636,12636,12636,@CaitlinClark22 👑,"[2630, 5528, 2974, 373, 2118]","[19899, 4276, 3328, 3136, 2310]",1,2
12637,12637,12637,"@rock_nobles1967 @Stay_Humble_2 @ChesterPitts @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 If you can't see the difference,  that's your problem, not his.","[5844, 4164, 1152, 2638, 607]","[6324, 4336, 4035, 3107, 3132]",0,2
12638,12638,12638,"@msolurin Na this is BS. If @CaitlinClark22 wants to be that baller who talks shit and backs it up like she acts like then the correct answer was "" Yeah I saw that it was cute...and we'll see each other again The boys in my AAU league were wayyy worse.""","[1152, 214, 1594, 5865, 7943]","[2484, 5226, 14046, 16138, 8216]",0,2
12639,12639,12639,@IowaWBB @CaitlinClark22 @WoodenAward 👏🏻👏🏻,"[2681, 1923, 373, 2517, 4982]","[3863, 5669, 5699, 3136, 4630]",1,2
12641,12641,12641,@taylor_muc @ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Hope not.  Not gracious.  No respect.,"[3922, 6190, 4843, 1029, 627]","[5669, 5699, 2709, 20254, 6405]",0,0
12642,12642,12642,"@2b2b19b5 @IowaWBB @CaitlinClark22 @WoodenAward But, doesn't own a ring! https://t.co/iPH53HHXyW","[7294, 2398, 1856, 6298, 3072]","[5153, 2789, 2294, 2940, 15477]",0,2
12643,12643,12643,"@CaitlinClark22 the access you and the coaches gave the fans was incredible! What a special group! It isn't fans and team, it's one big family!  Thank you! 🖤💛","[1631, 1930, 2275, 3603, 3178]","[4861, 24490, 10724, 21125, 1924]",1,2
12644,12644,12644,@BrownsPlzWin @OnixAces @conner_jeron @CaitlinClark22 From Cleveland calling people lil bro😂 u the average Cleveland sports fan,"[1422, 4164, 1152, 8324, 89]","[15762, 20254, 19863, 6324, 6605]",0,0
12645,12645,12645,@AreaScoutsSTRW @AdmirBKing @IowaWBB @CaitlinClark22 @WoodenAward Cry more😂😂,"[2517, 3179, 4189, 175, 1923]","[5669, 5699, 12675, 2447, 4976]",0,1
12646,12646,12646,@BellaBingo1 @EntropySdead @cara_downey @CNN @CaitlinClark22 They should be arresting you for putting up that dirty teddy bear. I can only imagine what your house looks like.,"[4326, 5466, 2672, 323, 7249]","[5473, 20366, 21115, 13052, 18249]",0,0
12647,12647,12647,@IowaWBB @CaitlinClark22 @WoodenAward Deserved queen 🥰❤,"[1923, 2026, 197, 3922, 2665]","[12675, 5540, 20128, 5576, 5669]",1,2
12648,12648,12648,"@JohnCena @CaitlinClark22 @IowaWBB @MarchMadnessWBB Even though Caitlin had an awesome season,  and played an incredible game, LSU saw her,  and she lost.","[2026, 5528, 8015, 6777, 5127]","[6605, 18635, 3744, 12675, 5669]",0,2
12649,12649,12649,"@DavidEickholt @CaitlinClark22 @Reese10Angel She’s taking the high road.. which is a continuation of giving Reese no reaction on game day. 

But to “never be criticized?”  Ehhhh well…","[4292, 2455, 8245, 5959, 214]","[21214, 14063, 19999, 1250, 3887]",0,2
12650,12650,12650,@tommmiller1234 @CaitlinClark22 😂😂😂😂,"[373, 6248, 8199, 5528, 2630]","[19899, 4474, 2310, 5540, 5659]",1,2
12651,12651,12651,@CaitlinClark22 @YolettMcCuin Queen 👑,"[373, 4982, 2665, 6248, 2183]","[3328, 4474, 3543, 3136, 2310]",1,2
12653,12653,12653,"@Reese10Angel and @CaitlinClark22 are both competitors. If you ever played sports trash talking comes with the game and has for many years. The problem isn’t them, it’s the outsiders who are just poor losers and making it more than what it is.  #StayInYourLane","[7439, 7656, 4929, 7658, 5560]","[16310, 10186, 23117, 5895, 24703]",1,2
12654,12654,12654,@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC Best player in America. Even better person.,"[1923, 4843, 3630, 2933, 2026]","[5699, 3195, 7208, 2447, 3461]",1,2
12656,12656,12656,"@idknowidkno @IowaWBB @CaitlinClark22 @WoodenAward Biden would love sniffing the whole Iowa Women’s team, that’s for sure.","[392, 2026, 7431, 5528, 661]","[6293, 6178, 16861, 7298, 19620]",0,0
12657,12657,12657,"@IowaWBB @CaitlinClark22 @WoodenAward always impressed by Caitlin's composure and professional answers. imo, pretty disgusting of Jeremy Schapp and ESPN to keep trying to poke the bear and stir the pot","[4326, 8015, 7882, 7838, 2646]","[18399, 15090, 6834, 14661, 5013]",0,0
12659,12659,12659,@espn @IowaWBB Well deserved.. she's a true threat once she crosses that half court line fr.. @CaitlinClark22 💯🙏congrats 🍞,"[2026, 8015, 392, 5528, 6234]","[18399, 5415, 6605, 19620, 4752]",1,2
12660,12660,12660,"16 These six [things] doth the LORD hate: yea, seven [are] an abomination unto him:

17 A PROUD LOOK , a lying tongue, and hands that shed innocent blood,…. 

-Proverbs 6

@Reese10Angel @CaitlinClark22","[2395, 3320, 3490, 3090, 7957]","[15519, 677, 21069, 15520, 641]",0,0
12661,12661,12661,@YolettMcCuin Thanks coach and congrats on an amazing season! I’m a fan!,"[531, 4686, 3971, 3178, 2146]","[24490, 5461, 6182, 2628, 18151]",1,2
12663,12663,12663,"@lowkeypeter1967 @KariLakeWarRoom @CaitlinClark22 That argument is void of logic. They have to prove the individual ballots are legit or not. The process is flawed but it can be secured. 
Courts prerogative shouldn't get 300k ballots invalidated. Those ballots being fraud should get them thrown out. Right ?","[1987, 7126, 3411, 741, 7830]","[2957, 21844, 17886, 1947, 17885]",0,2
12664,12664,12664,@IowaWBB @CaitlinClark22 @WoodenAward Of course she is 💛🏀🖤,"[5528, 2665, 3179, 2026, 958]","[12675, 3136, 19899, 5669, 2812]",1,2
12665,12665,12665,@IowaWBB @CaitlinClark22 @WoodenAward apologies for the choppiness. I guess without paying for twitter blue I'm pretty limited to the length of videos uploaded,"[4421, 5348, 8209, 6129, 4913]","[3896, 7255, 5521, 7219, 4647]",0,2
12666,12666,12666,@tommmiller1234 @IowaWBB @CaitlinClark22 @WoodenAward She's getting sized for her ring https://t.co/5jJq4Zz2GH,"[6551, 1149, 2398, 1856, 6298]","[4159, 19899, 4474, 6917, 3106]",1,2
12668,12668,12668,@ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes She is collage basketball that's why she gets the interview,"[5528, 2026, 8015, 5865, 661]","[5699, 4976, 17999, 18399, 3490]",1,2
12669,12669,12669,@MurphyKeith Legendary player of the year response I would expect from @CaitlinClark22 .,"[7838, 8453, 7577, 1923, 3065]","[19317, 2447, 14542, 7009, 5699]",1,2
12670,12670,12670,@tone_bone14 @tunoroppity @CaitlinClark22 lol I think you got that backwards the real softies are Caitlyn fans who are pissy that she lost,"[2691, 7050, 2665, 2455, 7943]","[3359, 6075, 6770, 4133, 6617]",0,0
12671,12671,12671,@taylor_muc @ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Why? they already are in the loudest way,"[3415, 5357, 6774, 8140, 6293]","[24703, 3457, 16861, 9497, 2709]",1,2
12672,12672,12672,"@bsfelder77 @Taxed_To_Tears @ChesterPitts @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 So when Catlin moved and left a huge ass open gap against her opponent at the 3 line, an open 3 and she didn't take it, it's cool. And when she was guarding a girl in the paint and on purposely left her arm dangling, it's cool and she got class. BE FUCKIN FOR REAL 😐","[5537, 1594, 7973, 332, 8015]","[4551, 4542, 14661, 17116, 19378]",0,0
12673,12673,12673,@CaitlinClark22 racking up another award:,"[1923, 7607, 934, 4030, 754]","[19899, 4276, 3825, 4491, 2846]",1,2
12674,12674,12674,"@ParkedProtest @KariLakeWarRoom @CaitlinClark22 When you think of it, is it reasonable of the court to expect the petitioner to prove fraud took place, when part of the reason there's a legal challenge is because Maricopa undermined the very mechanism (CoC), used to detect the injection or removal of ballots.","[7126, 4013, 6035, 1987, 4490]","[21920, 17886, 22084, 3295, 20503]",0,2
12675,12675,12675,Go to @Reese10Angel Twitter page then go to @CaitlinClark22 Twitter page.. If you are a business who would you want representing your company?,"[3384, 8324, 2665, 5101, 187]","[17762, 2726, 20076, 18197, 3825]",0,2
12676,12676,12676,@BlizzyFins @CaitlinClark22 Isn’t she the same person who told some one to shut up they’re down 15 points,"[2665, 661, 7943, 2455, 910]","[19899, 6588, 3941, 3887, 6265]",0,2
12677,12677,12677,"@whoistrip @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 black people will always stand for their race no matter how bad it is..  JaMorant is standing up for Reece, the gun toting stripclub Ja..  all apologies for bad behavior and they wonder why people act different toward them","[4406, 205, 4466, 5432, 7928]","[5941, 6397, 6650, 2924, 5553]",0,0
12679,12679,12679,@ConsciousRambl1 @IowaWBB @CaitlinClark22 @WoodenAward She's been humbled,"[2665, 1517, 2183, 4189, 661]","[12675, 19899, 14542, 4976, 5669]",0,2
12680,12680,12680,"@BxixgDxoxg @Jumpman3223 @Realrclark25 @Reese10Angel @CaitlinClark22 @MikeLeslieWFAA Ah, name-calling, the punk-ass move of a keyboard boy that has no valid argument to discuss. Take some deep breaths, head on back to the kids table and let the adults talk, son. (who’s the snowflake?) 🤣🤣🤣","[6517, 2080, 3423, 7072, 7955]","[19470, 15276, 19050, 17357, 20030]",0,0
12681,12681,12681,"@ParkedProtest @KariLakeWarRoom @CaitlinClark22 Kari's legal team said the court didn't apply the correct standard. By breaking CoC for 300K ballots it calls into question the legitimacy of the ballots, they argue that's  enough to invalidate the ballots. 
I agree the current system is woefully inadequate","[7126, 7342, 8382, 1987, 6293]","[17885, 18762, 21844, 2957, 22084]",0,2
12682,12682,12682,Of course @CaitlinClark22 didn’t have any problems with it.  She’s a monster on the court.  I’m sure she’s looking forward to putting 50 on everybody next year.  😂,"[417, 7342, 4437, 7793, 2974]","[3941, 19378, 1714, 4491, 4133]",1,2
12683,12683,12683,"Thanks to @sportsiren I didn't miss the @CaitlinClark22 interview with @JeremySchaap . Just proved, again, how classy she is. What a great ambassador for Women's Basketball as a whole and @IowaWBB . Thanks for reppin the State with Class as always, from this Dad of 2 daughters.","[5528, 754, 392, 4643, 2235]","[6178, 16420, 18635, 2568, 14931]",1,2
12684,12684,12684,@AdmirBKing @IowaWBB @CaitlinClark22 @WoodenAward Doubt it.... https://t.co/TrYkuNds5w,"[4843, 3179, 3630, 4223, 3976]","[19317, 2488, 3140, 3461, 4976]",0,2
12685,12685,12685,@MilTownTJ @PasLcarter @CaitlinClark22 Stay out our culture spic,"[2358, 373, 3828, 1517, 3720]","[16452, 6698, 7379, 3109, 2812]",0,0
12687,12687,12687,@On3NIL @Pete_Nakos96 @Reese10Angel @CaitlinClark22 @LSUwbkb @IowaWBB @On3sports @ShannonTerry @jeremycrabtree @EricPrisbell @Sheadixon @HawkeyeReport Go to Angel Reese Twitter page then go to Caitlin Clark’s.. If you are a business who would you want representing your company?,"[3384, 6234, 8324, 2026, 392]","[20076, 4976, 3236, 12675, 9355]",0,0
12688,12688,12688,"@chadkc2 @On3NIL @Pete_Nakos96 @Sheadixon @On3sports @Flaujae @Reese10Angel @ZiaCooke @CaitlinClark22 @GamecockCentral @HawkeyeReport @aa_boston @WFinalFour And Flaujae has a Puma deal, powerade deal, and record deal with Rocnation. Just because Caitlin has a Nike deal does not mean she makes more. You don't know how much that deal is worth.","[5865, 5264, 4119, 4321, 6777]","[4336, 19382, 3445, 4493, 4560]",0,2
12689,12689,12689,@Realrclark25 @Reese10Angel @CaitlinClark22 @MikeLeslieWFAA exactly that’s just how sports are either u like it or don’t,"[1152, 2638, 89, 3588, 3183]","[17703, 6605, 4916, 5669, 6085]",0,2
12691,12691,12691,"@whoistrip @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 One is doing it to her own team, the other is following her around, not even in the same game, after the game, while her team is celebrating..","[2638, 5682, 1152, 6777, 7838]","[3892, 3039, 16160, 18295, 13564]",0,2
12692,12692,12692,"@DavidEickholt @CaitlinClark22 @Reese10Angel She gets it. Love her game, but Caitlin is a pro trash talker.  If you dish it then you have to be able to take it. She initially opened this can of worms.  One can argue semantics about Angel taking it over the top but that’s all personal interpretation.","[2665, 4348, 5017, 2568, 661]","[7768, 14077, 6068, 1242, 17179]",0,2
12693,12693,12693,@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC Generational Player,"[2933, 1923, 2527, 2026, 2676]","[5699, 2825, 3457, 9355, 2310]",1,2
12694,12694,12694,@TiffJonesLove @IowaWBB @CaitlinClark22 @WoodenAward https://t.co/vKWfq2a5Xl,"[1923, 3919, 32, 175, 2517]","[19317, 3863, 5699, 4630, 5669]",0,2
